song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,genre
"Liebster Jesu, wir sind hier, BWV 730",Johann Sebastian Bach,0.91,0.0878,103093,0.0176,0.762,7,0.0905,-25.672,1,0.0411,86.73,1,0.243,2,classical
"Lobet Gott in seinen Reichen, BWV 11 (Ascension Oratorio): 2. Rezitativ: ""Der Herr Jesus hub seine Hände auf""",Johann Sebastian Bach,0.918,0.45,28000,0.0357,0.0,8,0.0978,-30.018,1,0.0669,122.377,5,0.106,0,classical
"Lute Suite in E Minor, BWV 996 (Arr. M. Poll for Guitar): III. Courante",Johann Sebastian Bach,0.992,0.421,141480,0.0637,0.905,3,0.103,-30.481,0,0.0419,120.435,4,0.494,13,classical
"Magnificat in D Major, BWV 243: II. Et exultavit",Johann Sebastian Bach,0.8170000000000001,0.423,147773,0.1939999999999999,0.00298,3,0.287,-19.99,1,0.0533,120.611,3,0.664,1,classical
"Markus Passion, BWV 247: Chor ""Ja nicht auf das Fest"" (aus BWV 244)",Johann Sebastian Bach,0.926,0.0,10587,0.687,0.82,1,0.804,-12.053,1,0.0,0.0,0,0.0,0,classical
"Markus Passion, BWV 247: Choral ""Was Menschen Kraft und Witz anfäht"" (aus BWV 258)",Johann Sebastian Bach,0.945,0.25,52320,0.268,0.7290000000000001,10,0.187,-14.061,0,0.0382,76.46,4,0.501,28,classical
"Markus Passion, BWV 247: Recitativo (Evangelista, Judas) ""Und der andere""",Johann Sebastian Bach,0.722,0.0,10827,0.0463,0.00449,1,0.265,-24.38,1,0.0,0.0,0,0.0,0,classical
"Markus Passion, BWV 247: Recitativo (Evangelista, Pilatus) ""Er pflegte aber, ihnen auf das Osterfest"" (aus BWV 244)",Johann Sebastian Bach,0.981,0.546,93840,0.119,0.0,11,0.44,-21.529,1,0.14,66.382,5,0.313,27,classical
"Mass in B Minor, BWV 232: No. 2. Kyrie - Christe eleison",Johann Sebastian Bach,0.985,0.1669999999999999,367227,0.175,0.0269,2,0.122,-19.899,1,0.0417,91.54,4,0.2189999999999999,9,classical
"Meinen Jesum lass ich nicht, BWV 124: III. Und wenn der harte Todesschlag (Arie)",Johann Sebastian Bach,0.879,0.4679999999999999,138120,0.129,0.0904,10,0.307,-24.489,0,0.0382,94.367,3,0.445,2,classical
"Minuet in B-Flat Major, BWV Anh. 118 (App. C)",Johann Sebastian Bach,0.55,0.271,74160,0.2789999999999999,0.862,9,0.111,-19.109,1,0.039,130.409,4,0.961,2,classical
"Neumeister Chorales: Herr Jesu Christ, du höchstes Gut, BWV 1114",Johann Sebastian Bach,0.972,0.0628,295627,0.0192,0.955,6,0.115,-34.863,0,0.0429,55.949,3,0.0658,0,classical
"Neumeister Chorales: Herzliebster Jesu, was hast du verbrochen, BWV 1093",Johann Sebastian Bach,0.969,0.209,176453,0.018,0.934,8,0.12,-24.188,0,0.0388,64.536,4,0.1169999999999999,0,classical
"Nun komm der Heiden Heiland, BWV 62 for the First Sunday of Advent: IV. Aria (Basso). Streite, siege, starker Held",Johann Sebastian Bach,0.967,0.62,331000,0.204,0.0367,1,0.123,-21.491,1,0.0538,97.098,4,0.846,1,classical
"Orchestral Suite No. 1 in C Major, BWV 1066: III. Gavottes I & II",Johann Sebastian Bach,0.978,0.504,215507,0.127,0.919,0,0.0683,-19.123,1,0.0453,136.661,4,0.614,22,classical
"Overture No. 2 in B Minor, BWV 1067: VI. Menuet",Johann Sebastian Bach,0.848,0.397,62333,0.0655,0.00585,8,0.331,-24.122,0,0.0509,146.496,3,0.472,25,classical
"Partita No.6 in E minor, BWV 830: 6. Tempo di gavotta",Johann Sebastian Bach,0.939,0.4579999999999999,141667,0.413,0.421,7,0.0919,-18.432,1,0.0376,83.36200000000001,1,0.971,2,classical
"Partita for Violin Solo No. 2 in D Minor, BWV 1004: 4. Gigue",Johann Sebastian Bach,0.987,0.389,269120,0.191,0.794,1,0.0818,-18.063,0,0.0629,74.316,4,0.895,8,classical
"Partita for Violin Solo No. 3 in E Major, BWV 1006: 3. Gavotte en Rondeau",Johann Sebastian Bach,0.987,0.5760000000000001,198733,0.095,0.335,3,0.271,-17.469,1,0.15,139.915,3,0.8170000000000001,8,classical
"Partita in C Minor, BWV 826: IV. Sarabande",Johann Sebastian Bach,0.995,0.473,348193,0.0224,0.92,9,0.0789,-31.019,0,0.0657,108.543,4,0.285,17,classical
"Partita on ""Sei gegrüßet, Jesu gütig"", BWV 768: Variation VI",Johann Sebastian Bach,0.347,0.159,69440,0.16,0.926,1,0.25,-19.641,1,0.0406,77.48899999999999,3,0.175,1,classical
"Partite diverse sopra Sei gegrüsset, Jesu gütig, BWV 768",Johann Sebastian Bach,0.732,0.0612,1242187,0.0577,0.266,7,0.1009999999999999,-18.858,0,0.0436,56.179,4,0.0643,0,classical
"Piano Concerto No. 1 in D Minor, BWV 1052: III. Allegro (Live)",Johann Sebastian Bach,0.979,0.619,472573,0.457,0.889,7,0.735,-14.148,0,0.0293,115.404,3,0.604,4,classical
"Prelude & Fugue for Organ in A Minor, BWV 543: II. Fugue",Johann Sebastian Bach,0.858,0.0872,344893,0.266,0.934,9,0.106,-13.934,0,0.0341,168.481,3,0.171,13,classical
"Prelude & Fugue in C Major, BWV 545: I. Prelude",Johann Sebastian Bach,0.598,0.0947,150000,0.161,0.784,0,0.2789999999999999,-17.706,1,0.0357,67.512,4,0.0833,1,classical
"Prelude & Fugue in C-Sharp Minor, BWV 873 (Arr. for Recorder Trio)",Johann Sebastian Bach,0.972,0.0954,272573,0.0538,0.8759999999999999,2,0.0915,-21.307,0,0.0409999999999999,78.336,4,0.0817,25,classical
"Prelude and Fugue in C Major, BWV 531: I. Prelude",Johann Sebastian Bach,0.61,0.111,151080,0.191,0.856,1,0.182,-13.689,1,0.0335,75.447,4,0.425,0,classical
"Prelude and Fugue in G Minor, BWV 861: I. Prelude",Johann Sebastian Bach,0.994,0.362,213559,0.0124,0.895,4,0.0907,-32.225,0,0.044,93.382,4,0.146,16,classical
"Prelude, Fugue & Allegro in E-Flat Major, BWV 998 (Arr. Z. Meneses for Guitar): II. Fugue",Johann Sebastian Bach,0.99,0.421,374680,0.127,0.862,3,0.113,-22.211,1,0.0521,74.324,4,0.34,6,classical
"Sehet, welch eine Liebe hat uns der Vater erzeiget, BWV 64 for the Third Day of Christmas: IV. Choral (Coro). Was frag ich nach der Welt",Johann Sebastian Bach,0.984,0.364,51947,0.181,2.08e-6,1,0.159,-19.173,1,0.0376,84.555,4,0.3989999999999999,0,classical
"Sei gegrüßet, Jesu gütig, BWV 768: Variation IX",Johann Sebastian Bach,0.979,0.146,74697,0.0135,0.87,7,0.111,-31.644,0,0.0426,77.809,3,0.516,9,classical
"Sie werden aus Saba alle kommen, BWV 65 for Epiphany: VI. Aria (Tenore). Nimm mich dir zu eigen hin",Johann Sebastian Bach,0.97,0.486,212760,0.0713,0.0413,11,0.217,-21.904,1,0.0488,128.856,3,0.419,0,classical
Sinfonia in G Major After BWV 156,Johann Sebastian Bach,0.8640000000000001,0.273,159648,0.2289999999999999,0.91,7,0.129,-18.495,1,0.0442,118.781,4,0.2319999999999999,24,classical
"Sonata for Harpsichord and Flute in A Major, BWV 1032 (Transp. to G Major): I. Vivace",Johann Sebastian Bach,0.794,0.4429999999999999,281760,0.313,0.00245,7,0.0719,-18.836,1,0.0395,92.951,4,0.821,0,classical
"Sonate en trio en Sol Majeur, BWV 1038: II. Vivace",Johann Sebastian Bach,0.772,0.366,67827,0.336,0.0,6,0.161,-15.598,1,0.0589,79.454,4,0.5329999999999999,15,classical
"St Matthew Passion, BWV 244: Part I, No. 19: Aria ""Lord, to Thee my Heart I Proffer""",Johann Sebastian Bach,0.947,0.332,205640,0.179,0.175,7,0.675,-21.111,1,0.0608,140.418,3,0.488,5,classical
"St Matthew Passion, BWV 244: Part I, No. 26: Aria ""I Would Beside my Lord be Watching""",Johann Sebastian Bach,0.914,0.272,306533,0.1989999999999999,0.487,0,0.539,-21.441,0,0.0511,115.08,3,0.2769999999999999,5,classical
"St Matthew Passion, BWV 244: Part II, No. 47: Aria ""Have Pity, Lord, On Me""",Johann Sebastian Bach,0.972,0.2289999999999999,398480,0.2189999999999999,0.0686,4,0.304,-18.806,0,0.0477,99.701,3,0.176,5,classical
"St Matthew Passion, BWV 244: Part II, No. 74: Accompanied Recitative ""At Evening, Hour of Calm and Peace""",Johann Sebastian Bach,0.978,0.239,141093,0.176,0.038,0,0.109,-21.447,0,0.0394,64.134,4,0.138,2,classical
"St. John Passion, BWV 245, Pt. 2: No. 16b, Wäre dieser nicht ein Übeltäter",Johann Sebastian Bach,0.987,0.562,56828,0.4539999999999999,0.0177,1,0.8390000000000001,-15.865,0,0.037,117.331,4,0.674,18,classical
"St. John Passion, BWV 245, Pt. 2: No. 25b, Schreibe nicht, der Jüden König",Johann Sebastian Bach,0.982,0.5529999999999999,31324,0.405,0.0109,9,0.6579999999999999,-16.579,1,0.0291,129.799,3,0.898,16,classical
"St. John Passion, BWV 245, Pt. 2: No. 26, In meines Herzens Grunde",Johann Sebastian Bach,0.988,0.226,60849,0.1159999999999999,0.629,2,0.1169999999999999,-19.682,1,0.0465,119.96,4,0.1169999999999999,16,classical
"St. John Passion, BWV 245, Pt. 2: No. 34, Mein Herz, indem die ganze Welt",Johann Sebastian Bach,0.927,0.3,48455,0.159,0.00498,11,0.126,-22.641,1,0.0526,100.475,4,0.038,15,classical
"St. John Passion, BWV 245: No. 19, Betrachte, meine Seel, mit ängstlichem Vergnügen (Live)",Johann Sebastian Bach,0.9,0.218,146520,0.0287,0.00893,3,0.103,-27.911,1,0.0407,123.148,4,0.0502,15,classical
"St. John Passion, BWV 245: No. 36, Die Jüden aber, dieweil es der Rüsttag war (Live)",Johann Sebastian Bach,0.953,0.484,142480,0.0525,0.0,10,0.143,-25.082,1,0.0783,104.766,4,0.2189999999999999,12,classical
"St. John Passion, BWV 245: No. 8, Simon Petrus aber folgete Jesu nach (Live)",Johann Sebastian Bach,0.949,0.564,16413,0.0292,0.0,10,0.31,-27.974,1,0.0538,129.827,3,0.0,0,classical
"St. Mark Passion, BWV 247 (Reconstr. K. Böhmer, A. Glöckner & D. Hellmann): No. 1, Geh, Jesu, geh zu deiner Pein!",Johann Sebastian Bach,0.974,0.4539999999999999,304347,0.211,0.00163,10,0.2289999999999999,-15.796,0,0.0378,111.872,4,0.125,9,classical
"St. Matthew Passion, BWV 244, Pt. 1: No. 11, Er antwortete und sprach",Johann Sebastian Bach,0.8690000000000001,0.262,182133,0.094,8.0e-5,4,0.175,-22.997,1,0.0529,91.058,4,0.105,22,classical
"St. Matthew Passion, BWV 244, Pt. 1: No. 3, Herzliebster Jesu, was hast du verbrochen",Johann Sebastian Bach,0.99,0.256,49120,0.133,0.948,10,0.1639999999999999,-22.304,0,0.0455,72.789,3,0.113,24,classical
"St. Matthew Passion, BWV 244, Pt. 1: No. 4, Da versammleten sich die Hohenpriester und Schriftgelehrten",Johann Sebastian Bach,0.913,0.386,184933,0.15,0.0,1,0.162,-20.848000000000003,0,0.0592,109.69,4,0.187,23,classical
"St. Matthew Passion, BWV 244, Pt. 2: No. 32, Mir hat die Welt trüglich gericht't",Johann Sebastian Bach,0.99,0.261,40413,0.153,0.8440000000000001,9,0.282,-22.184,1,0.0401,79.152,3,0.446,18,classical
"St. Matthew Passion, BWV 244, Pt. 2: No. 55, Und da sie ihn verspottet hatten",Johann Sebastian Bach,0.872,0.416,47600,0.0626,0.0,11,0.143,-25.477,1,0.0579,136.936,3,0.198,16,classical
"St. Matthew Passion, BWV 244, Pt. 2: No. 62, Wenn ich einmal soll scheiden",Johann Sebastian Bach,0.981,0.19,104827,0.00777,0.653,8,0.107,-36.413,0,0.0395,78.69,4,0.118,16,classical
"St. Matthew Passion, BWV 244, Pt. 2: No. 68, Wir setzen uns mit Tränen nieder",Johann Sebastian Bach,0.965,0.16,395667,0.091,0.965,11,0.128,-23.912,0,0.0393,90.998,4,0.144,17,classical
"Suite No. 2 in D Minor, BWV 1008: VII. Gigue",Johann Sebastian Bach,0.969,0.282,170267,0.118,0.916,1,0.0735,-20.36,0,0.0473,82.12200000000001,3,0.514,20,classical
"Suite No. 5 in C Minor, BWV 1011: II. Allemande",Johann Sebastian Bach,0.957,0.347,382893,0.0352,0.679,11,0.332,-21.916,0,0.0474,114.584,4,0.1989999999999999,23,classical
"Suite No. 5 in C Minor, BWV 1011: III.Courante",Johann Sebastian Bach,0.971,0.3279999999999999,132707,0.109,0.8390000000000001,11,0.173,-19.006,0,0.0634,82.287,3,0.701,24,classical
"Suite No. 6 in D Major, BWV 1012: II. Allemande",Johann Sebastian Bach,0.982,0.3,466107,0.0432,0.131,1,0.0894,-20.705,1,0.0426,134.284,3,0.225,17,classical
"Suite in A Minor, BWV 818: 3. Sarabande Simple",Johann Sebastian Bach,0.8740000000000001,0.363,163867,0.2689999999999999,0.248,8,0.0281,-17.669,0,0.0372,112.015,3,0.42,7,classical
"The Art of the Fugue: Contrapunctus 3, BWV 1080/4",Johann Sebastian Bach,0.995,0.3879999999999999,257667,0.0151,0.8959999999999999,4,0.094,-30.269,1,0.0524,140.748,4,0.1,7,classical
"The Well-Tempered Clavier Book II: The Well-Tempered Clavier Book II: Fugue I in C Major, BWV 870",Johann Sebastian Bach,0.804,0.3779999999999999,103200,0.382,0.376,11,0.127,-18.868,1,0.0305,103.926,4,0.934,25,classical
"The Well-Tempered Clavier, Book 1: Fugue No. 12 in F Minor, BWV 857/2",Johann Sebastian Bach,0.943,0.345,222205,0.337,0.0248,4,0.0515,-21.289,0,0.0377,132.154,4,0.589,25,classical
"The Well-Tempered Clavier, Book 1: Fugue No. 4 in C-Sharp Minor, BWV 849/2",Johann Sebastian Bach,0.939,0.347,236807,0.267,0.0709,0,0.0956,-23.772,0,0.0418,123.994,4,0.375,29,classical
"The Well-Tempered Clavier, Book 1: Fugue No. 5 in D Major, BWV 850/2",Johann Sebastian Bach,0.937,0.405,123258,0.262,0.0189,1,0.311,-20.587,1,0.0341,56.906000000000006,4,0.626,28,classical
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 12 in F Minor, BWV 857",Johann Sebastian Bach,0.995,0.392,402639,0.0923,0.8540000000000001,5,0.128,-27.534,0,0.0554,104.122,4,0.154,2,classical
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 5 in D Major, BWV 850",Johann Sebastian Bach,0.992,0.289,204199,0.0994,0.863,2,0.0499,-24.841,1,0.0476,107.622,4,0.283,4,classical
"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 7 in E-Flat Major, BWV 852",Johann Sebastian Bach,0.995,0.316,374560,0.096,0.8640000000000001,3,0.1989999999999999,-27.306,1,0.0511,140.135,4,0.239,2,classical
"The Well-Tempered Clavier, Book 1: Prelude No. 18 in G-Sharp Minor, BWV 863/1",Johann Sebastian Bach,0.968,0.284,96118,0.25,0.899,10,0.114,-23.857,1,0.04,119.634,3,0.64,23,classical
"The Well-Tempered Clavier, Book 2, Prelude & Fugue in A Major, BWV 888: II. Fugue",Johann Sebastian Bach,0.993,0.373,75413,0.263,0.856,1,0.11,-23.787,0,0.0394,101.585,3,0.947,5,classical
"The Well-Tempered Clavier, Book 2, Prelude & Fugue in E Minor, BWV 879: II. Fugue",Johann Sebastian Bach,0.994,0.2789999999999999,172801,0.188,0.8540000000000001,4,0.1169999999999999,-24.55,0,0.0362,102.831,4,0.542,5,classical
"The Well-Tempered Clavier, Book 2, Prelude & Fugue in F Minor, BWV 881: I. Prelude",Johann Sebastian Bach,0.995,0.361,246353,0.0671,0.879,5,0.118,-27.984,0,0.0386,73.053,4,0.547,6,classical
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 14 in F-Sharp Minor, BWV 883",Johann Sebastian Bach,0.995,0.3929999999999999,452040,0.119,0.936,6,0.0831,-22.51,0,0.0537,131.738,4,0.247,1,classical
"Trio Sonata in C Major, BWV 529: II. Largo",Johann Sebastian Bach,0.8540000000000001,0.103,386867,0.0103,0.89,10,0.1119999999999999,-36.467,0,0.0423,51.151,3,0.127,2,classical
"Trio Sonata in E Minor, BWV 528: IV. Un poc'Allegro",Johann Sebastian Bach,0.7020000000000001,0.27,154200,0.107,0.907,5,0.13,-23.852,0,0.0392,61.06100000000001,4,0.531,2,classical
"Trio Sonata in G major, BWV 1039: II. Allegro ma non tanto",Johann Sebastian Bach,0.991,0.4629999999999999,205531,0.133,0.89,6,0.158,-24.611,1,0.0426,102.8,3,0.652,24,classical
"Unaccompanied Cello Suite No. 2 in D Minor, BWV 1008: IV. Sarabande",Johann Sebastian Bach,0.949,0.1939999999999999,247187,0.0139,0.925,2,0.104,-29.692,0,0.0459,108.011,1,0.057,39,classical
"Unaccompanied Cello Suite No. 5 in C Minor, BWV 1011: III. Courante",Johann Sebastian Bach,0.987,0.297,128280,0.0423,0.916,0,0.119,-23.909,0,0.0579999999999999,76.98100000000001,4,0.537,34,classical
Variatio 3. Canone all'unisono,Johann Sebastian Bach,0.959,0.261,145920,0.0835,0.0288,7,0.157,-24.36,1,0.0447,83.303,4,0.547,0,classical
Variatio 5. Goldberg Variations BWV 988 (orchestration by Bernt Simen Lund and Henning Kraggerud),Johann Sebastian Bach,0.936,0.421,78239,0.381,0.959,7,0.133,-19.105,1,0.0412,154.148,5,0.971,0,classical
Variatio 7,Johann Sebastian Bach,0.994,0.441,59493,0.0403,0.873,7,0.226,-24.876,1,0.0471,136.983,4,0.561,0,classical
"Violin Concerto No.1 in A minor, BWV 1041: 3. Allegro Assai (Transcr. for Mandolin and Orchestra by Avi Avital)",Johann Sebastian Bach,0.8029999999999999,0.625,219747,0.382,0.0778,9,0.105,-16.301,0,0.0447,126.385,3,0.759,22,classical
"Violin Partita No. 1 in B Minor, BWV 1002: VII. Tempo di bourrée",Johann Sebastian Bach,0.982,0.6679999999999999,155213,0.119,0.00882,11,0.0884,-13.824000000000002,0,0.07,108.13,4,0.887,2,classical
"Violin Partita No. 2 in D Minor, BWV 1004: II. Courante",Johann Sebastian Bach,0.991,0.419,140453,0.235,0.00108,7,0.628,-13.217,0,0.0701,116.027,3,0.934,2,classical
"Violin Partita No. 2 in D Minor, BWV 1004: IV. Gigue",Johann Sebastian Bach,0.985,0.499,241213,0.305,0.13,2,0.617,-14.953,0,0.0578,126.223,3,0.971,3,classical
"Violin Partita No. 3 in E Major, BWV 1006: I. Preludio",Johann Sebastian Bach,0.982,0.409,201253,0.366,0.118,9,0.16,-12.292,1,0.055,146.61700000000002,3,0.828,2,classical
"Violin Partita No. 3 in E Major, BWV 1006: I. Preludio (Live)",Johann Sebastian Bach,0.941,0.384,201493,0.515,0.166,9,0.821,-19.532,1,0.108,138.248,3,0.933,6,classical
"Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en Rondeau",Johann Sebastian Bach,0.99,0.435,159230,0.0806,0.861,4,0.142,-17.259,1,0.0482,82.389,4,0.89,10,classical
"Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en rondeau",Johann Sebastian Bach,0.983,0.623,169613,0.136,0.000978,6,0.0678,-15.456,0,0.0645,79.986,4,0.909,2,classical
"Violin Partita No. 3 in E Major, BWV 1006: IV. Menuets I+II (Arr. For Hurdy-Gurdy)",Johann Sebastian Bach,0.7290000000000001,0.2019999999999999,170335,0.311,0.00426,7,0.212,-10.432,1,0.0313,145.095,3,0.218,8,classical
"Violin Partita No. 3 in E Major, BWV 1006: VI. Gigue (Arr. For Hurdy-Gurdy)",Johann Sebastian Bach,0.715,0.3389999999999999,128930,0.469,0.6859999999999999,7,0.242,-9.518,1,0.0337,104.94,3,0.181,8,classical
"Violin Sonata No. 1 in G Minor, BWV 1001: III. Siciliana",Johann Sebastian Bach,0.981,0.284,167933,0.0241,0.0824,9,0.123,-20.621,1,0.0423,97.936,3,0.3879999999999999,6,classical
"Vom Himmel hoch, da komm ich her, BWV 769: No. 3, Var. III",Johann Sebastian Bach,0.921,0.241,98782,0.0525,0.0015,1,0.354,-25.71,1,0.046,64.32600000000001,5,0.242,1,classical
"Wachet! betet! betet! wachet!, BWV 70: X. Seligster Erquickungstag",Johann Sebastian Bach,0.954,0.435,181667,0.19,0.0534,11,0.105,-17.392,1,0.0421,103.781,3,0.3829999999999999,7,classical
"Weihnachts-Oratorium, BWV 248, Pt. 1: Es begab sich aber",Johann Sebastian Bach,0.935,0.38,75840,0.0254,0.0,10,0.148,-28.921,0,0.0695,97.149,3,0.176,3,classical
"Weihnachts-Oratorium, BWV 248, Pt. 6 (Highlights): No. 64, Nun seid ihr wohl gerochen",Johann Sebastian Bach,0.928,0.484,200227,0.242,0.685,1,0.0521,-19.118,1,0.0367,87.891,4,0.64,2,classical
"Weihnachtsoratorium, BWV 248, Pt. 2: No. 12, Brich an, o schönes Morgenlicht",Johann Sebastian Bach,0.985,0.135,104240,0.192,0.873,6,0.113,-16.474,1,0.0381,96.268,4,0.16,2,classical
"Weihnachtsoratorium, BWV 248, Pt. 6: No. 58, Als sie nun den König gehöret hatten",Johann Sebastian Bach,0.965,0.451,70320,0.0388,0.0,1,0.282,-20.881,1,0.0594,68.938,3,0.2269999999999999,1,classical
"Wer Dank opfert, der preiset mich, BWV 17, Pt. 2: V. Welch Übermaß der Güte",Johann Sebastian Bach,0.954,0.335,193868,0.156,0.000293,1,0.0986,-18.409,1,0.0381,168.701,4,0.361,10,classical
"Wer nur den lieben Gott lässt walten, BWV 93: IV. Er kennt die rechten Freudesstunden (Duett)",Johann Sebastian Bach,0.952,0.303,196653,0.0907,5.41e-5,11,0.173,-23.356,0,0.0584,122.515,4,0.359,4,classical
"Wer nur den lieben Gott läßt walten, BWV 93: No. 6, Ich will auf den Herren schau'n",Johann Sebastian Bach,0.955,0.307,158063,0.0647,0.176,0,0.113,-18.337,0,0.0741,174.947,5,0.276,1,classical
"Wir glauben all an einen Gott, BWV 765",Johann Sebastian Bach,0.888,0.173,256680,0.0832,0.98,5,0.103,-25.62,1,0.0418,123.599,1,0.162,1,classical
"Wir gläuben all'an einen Gott, Vater, BWV 740",Johann Sebastian Bach,0.968,0.118,354987,0.00727,0.94,5,0.102,-30.566,1,0.0422,67.49,4,0.141,2,classical
"Wo Gott der Herr nicht bei uns hält , BWV 1128",Johann Sebastian Bach,0.944,0.0672,389427,0.0657,0.8859999999999999,8,0.132,-21.935,0,0.039,73.39399999999999,5,0.0858,5,classical
プレリュード(J.S.バッハ:パルティータ 第3番 ホ長調 BWV1006),Johann Sebastian Bach,0.97,0.517,210480,0.251,0.8170000000000001,4,0.0664,-19.096,1,0.0677,129.101,3,0.948,2,classical
"無伴奏ヴァイオリン・パルティータ 第 3番 ホ長調, BWV 1006: 6. Bourree",Johann Sebastian Bach,0.994,0.516,83067,0.157,0.0468,4,0.245,-14.844,1,0.0518,74.235,3,0.933,0,classical
"String Quartet No. 2 in A Minor, Op. 51 No. 2: IV. Finale. Allegro non assai - Più vivace",Johannes Brahms,0.968,0.284,433147,0.1169999999999999,0.684,9,0.0481,-17.553,1,0.0584,81.934,4,0.144,3,classical
"String Quartet No. 3 in B-Flat Major, Op. 67: I. Vivace",Johannes Brahms,0.923,0.261,634600,0.0585,0.643,5,0.154,-19.543,1,0.053,80.025,4,0.175,2,classical
Chichester Psalms: II. Psalm 23 - Psalm 2: 1–4,Leonard Bernstein,0.974,0.155,330667,0.127,0.0741,6,0.125,-19.872,0,0.0578,60.938,4,0.0643,10,classical
West Side Story (Original Broadway Cast) [Remastered]: Act I: Maria,Leonard Bernstein,0.971,0.293,159933,0.0929,0.0,3,0.255,-19.88,1,0.033,82.074,3,0.13,13,classical
Due tramonti,Ludovico Einaudi,0.988,0.379,272373,0.0572,0.8959999999999999,2,0.103,-27.209,1,0.0534,119.113,4,0.0394,18,classical
Experience,Ludovico Einaudi,0.981,0.3329999999999999,364233,0.165,0.877,6,0.059,-21.333,0,0.0435,164.578,4,0.0383,17,classical
Fairytale,Ludovico Einaudi,0.995,0.466,270429,0.0073,0.955,9,0.0941,-31.71,1,0.0587,134.029,3,0.223,15,classical
1951,Max Richter,0.924,0.156,147224,0.162,0.303,2,0.159,-24.589,1,0.0345,105.599,4,0.0822,12,classical
A Claim To The Throne,Max Richter,0.6829999999999999,0.306,185040,0.317,0.765,7,0.115,-17.346,0,0.0333,136.64,4,0.114,35,classical
